"module name","license","repository"
"@tufjs/models@4.1.0","MIT","https://github.com/theupdateframework/tuf-js"
"@types/aria-query@5.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/aws-lambda@8.10.162","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bunyan@1.8.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chai@5.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/color-convert@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/color-name@1.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/color@4.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/debug@4.1.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/deep-eql@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/esrecurse@4.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.19.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.25","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/google.maps@3.64.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@3.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-errors@2.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jsesc@2.5.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/katex@0.16.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.24","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdx@2.0.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/memcached@2.2.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mysql@2.15.27","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@12.20.55","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.18.63","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@24.13.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/oracledb@6.5.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pg-pool@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pg@8.15.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pg@8.20.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.15.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.2.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/resolve@1.20.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/send@0.17.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/send@1.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.15.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tedious@4.0.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/triple-beam@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/web-bluetooth@0.0.21","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/whatwg-mimetype@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ws@8.18.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/eslint-plugin@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.60.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.65.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@unhead/bundler@3.2.2","MIT","https://github.com/unjs/unhead"
"@unhead/vue@3.2.2","MIT","https://github.com/unjs/unhead"
"@unrs/resolver-binding-darwin-arm64@1.12.2","MIT","https://github.com/unrs/unrs-resolver"
"@upstash/redis@1.38.0","MIT","https://github.com/upstash/redis-js"
"@valibot/to-json-schema@1.7.1","MIT","https://github.com/open-circle/valibot"
"@vercel/kv@3.0.0","Apache-2.0","https://github.com/vercel/storage"
"@vercel/nft@1.10.2","MIT","https://github.com/vercel/nft"
"@vercel/otel@2.1.3","MIT","https://github.com/vercel/otel"
"@vercel/stega@0.1.2","MPL-2.0",""
"@vercel/stega@1.1.0","MPL-2.0",""
"@vitejs/devtools-kit@0.4.3","MIT","https://github.com/vitejs/devtools"
"@vitejs/plugin-vue-jsx@5.1.6","MIT","https://github.com/vitejs/vite-plugin-vue"
"@vitejs/plugin-vue@6.0.8","MIT","https://github.com/vitejs/vite-plugin-vue"
"@vitest/coverage-v8@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/eslint-plugin@1.6.23","MIT","https://github.com/vitest-dev/eslint-plugin-vitest"
"@vitest/expect@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/expect@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@4.1.10","MIT","https://github.com/vitest-dev/vitest"
"@volar/language-core@2.4.15","MIT","https://github.com/volarjs/volar.js"
"@volar/language-core@2.4.28","MIT","https://github.com/volarjs/volar.js"
"@volar/source-map@2.4.15","MIT","https://github.com/volarjs/volar.js"
"@volar/source-map@2.4.28","MIT","https://github.com/volarjs/volar.js"
"@volar/typescript@2.4.15","MIT","https://github.com/volarjs/volar.js"
"@volar/typescript@2.4.28","MIT","https://github.com/volarjs/volar.js"
"@vue-macros/common@3.1.3","MIT","https://github.com/vue-macros/vue-macros"
"@vue/babel-helper-vue-transform-on@2.0.1","MIT","https://github.com/vuejs/babel-plugin-jsx"
"@vue/babel-plugin-jsx@2.0.1","MIT","https://github.com/vuejs/babel-plugin-jsx"
"@vue/babel-plugin-resolve-type@2.0.1","MIT","https://github.com/vuejs/babel-plugin-jsx"
"@vue/compiler-core@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/compiler-dom@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/compiler-sfc@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/compiler-ssr@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/compiler-vue2@2.7.16","MIT","https://github.com/vuejs/vue"
"@vue/devtools-api@6.6.4","MIT","https://github.com/vuejs/vue-devtools"
"@vue/devtools-api@8.1.5","MIT","https://github.com/vuejs/devtools"
"@vue/devtools-core@8.1.5","MIT","https://github.com/vuejs/devtools"
"@vue/devtools-kit@8.1.5","MIT","https://github.com/vuejs/devtools"
"@vue/devtools-shared@8.1.5","MIT","https://github.com/vuejs/devtools"
"@vue/language-core@2.2.12","MIT","https://github.com/vuejs/language-tools"
"@vue/language-core@3.3.7","MIT","https://github.com/vuejs/language-tools"
"@vue/reactivity@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/runtime-core@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/runtime-dom@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/server-renderer@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/shared@3.5.40","MIT","https://github.com/vuejs/core"
"@vue/test-utils@2.4.10","MIT","https://github.com/vuejs/test-utils"
"@vue/typescript-plugin@3.3.7","MIT","https://github.com/vuejs/language-tools"
"@vuelidate/core@2.0.3","MIT","https://github.com/vuelidate/vuelidate"
"@vuelidate/validators@2.0.4","MIT","https://github.com/vuelidate/vuelidate"
"@vueuse/components@14.3.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/core@14.3.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/gesture@2.0.0","MIT","https://github.com/vueuse/gesture"
"@vueuse/integrations@14.3.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/metadata@14.3.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/nuxt@14.3.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/shared@14.3.0","MIT","https://github.com/vueuse/vueuse"
"@wry/caches@1.0.1","MIT","https://github.com/benjamn/wryware"
"@wry/context@0.7.4","MIT","https://github.com/benjamn/wryware"
"@wry/equality@0.5.7","MIT","https://github.com/benjamn/wryware"
"@wry/trie@0.5.0","MIT","https://github.com/benjamn/wryware"
"JSONStream@1.3.5","(MIT OR Apache-2.0)","https://github.com/dominictarr/JSONStream"
"abbrev@2.0.0","ISC","https://github.com/npm/abbrev-js"
"abbrev@3.0.1","ISC","https://github.com/npm/abbrev-js"
"abbrev@4.0.0","ISC","https://github.com/npm/abbrev-js"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"acorn-import-attributes@1.9.5","MIT","https://github.com/xtuc/acorn-import-attributes"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@7.4.1","MIT","https://github.com/acornjs/acorn"
"acorn@8.17.0","MIT","https://github.com/acornjs/acorn"
"adm-zip@0.6.0","MIT","https://github.com/cthackers/adm-zip"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv-formats@2.1.1","MIT","https://github.com/ajv-validator/ajv-formats"
"ajv@6.15.0","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.20.0","MIT","https://github.com/ajv-validator/ajv"
"alien-signals@1.0.13","MIT","https://github.com/johnsoncodehk/signals"
"alien-signals@3.2.1","MIT","https://github.com/stackblitz/alien-signals"
"ansi-align@3.0.1","ISC","https://github.com/nexdrew/ansi-align"
"ansi-colors@4.1.3","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@1.4.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.2.2","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.3","MIT","https://github.com/chalk/ansi-styles"
"ansicolors@0.3.2","MIT","https://github.com/thlorenz/ansicolors"
"ansis@3.17.0","ISC","https://github.com/webdiscus/ansis"
"ansis@4.3.1","ISC","https://github.com/webdiscus/ansis"
"any-base@1.1.0","MIT","https://github.com/HarasimowiczKamil/any-base"
"any-observable@0.3.0","MIT","https://github.com/sindresorhus/any-observable"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"aproba@2.1.0","ISC","https://github.com/iarna/aproba"
"archiver-utils@5.0.2","MIT","https://github.com/archiverjs/archiver-utils"
"archiver@7.0.1","MIT","https://github.com/archiverjs/node-archiver"
"archy@1.0.0","MIT","https://github.com/substack/node-archy"
"are-docs-informative@0.0.2","MIT","https://github.com/JoshuaKGoldberg/are-docs-informative"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-query@5.1.3","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@5.3.2","Apache-2.0","https://github.com/A11yance/aria-query"
"array-buffer-byte-length@1.0.2","MIT","https://github.com/inspect-js/array-buffer-byte-length"
"array-flat-polyfill@1.0.1","CC0-1.0","https://github.com/jonathantneal/array-flat-polyfill"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array.prototype.flat@1.3.3","MIT","https://github.com/es-shims/Array.prototype.flat"
"arraybuffer.prototype.slice@1.0.4","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assert-never@1.4.0","MIT","https://github.com/aikoven/assert-never"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@2.1.0","MIT","https://github.com/browserify/commonjs-assert"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"ast-kit@2.2.0","MIT","https://github.com/sxzz/ast-kit"
"ast-types@0.14.2","MIT","https://github.com/benjamn/ast-types"
"ast-types@0.16.1","MIT","https://github.com/benjamn/ast-types"
"ast-types@0.7.8","MIT","https://github.com/benjamn/ast-types"
"ast-v8-to-istanbul@1.0.5","MIT","https://github.com/AriPerkkio/ast-v8-to-istanbul"
"ast-walker-scope@0.9.0","MIT","https://github.com/sxzz/ast-walker-scope"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async-function@1.0.0","MIT","https://github.com/ljharb/async-function"
"async-sema@3.1.1","MIT","https://github.com/vercel/async-sema"
"async@2.6.4","MIT","https://github.com/caolan/async"
"async@3.2.3","MIT","https://github.com/caolan/async"
"async@3.2.6","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"atomically@1.7.0","MIT","https://github.com/fabiospampinato/atomically"
"autoprefixer@10.5.4","MIT","https://github.com/postcss/autoprefixer"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axe-core@4.12.1","MPL-2.0","https://github.com/dequelabs/axe-core"
"axios-mock-adapter@2.1.0","MIT","https://github.com/ctimmerm/axios-mock-adapter"
"axios-retry@4.5.0","Apache-2.0","https://github.com/softonic/axios-retry"
"axios@1.18.1","MIT","https://github.com/axios/axios"
"b4a@1.8.1","Apache-2.0","https://github.com/holepunchto/b4a"
"babel-walk@3.0.0-canary-5","MIT","https://github.com/pugjs/babel-walk"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@4.0.4","MIT","https://github.com/juliangruber/balanced-match"
"bare-events@2.9.1","Apache-2.0","https://github.com/holepunchto/bare-events"
"bare-fs@4.7.2","Apache-2.0","https://github.com/holepunchto/bare-fs"
"bare-os@3.9.1","Apache-2.0","https://github.com/holepunchto/bare-os"
"bare-path@3.0.1","Apache-2.0","https://github.com/holepunchto/bare-path"
"bare-stream@2.13.3","Apache-2.0","https://github.com/holepunchto/bare-stream"
"bare-url@2.4.5","Apache-2.0","https://github.com/holepunchto/bare-url"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"baseline-browser-mapping@2.11.0","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"before-after-hook@4.0.0","Apache-2.0","https://github.com/gr2m/before-after-hook"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn"
"better-path-resolve@1.0.0","MIT","https://github.com/zkochan/packages.git#master"
"bfj@9.1.3","MIT","git+https://gitlab.com/philbooth/bfj"
"bidi-js@1.0.3","MIT","https://github.com/lojjic/bidi-js"
"big-json@3.2.0","MIT","https://github.com/DonutEspresso/big-json"
"bignumber.js@9.3.1","MIT","https://github.com/MikeMcl/bignumber.js"
"bin-links@6.0.2","ISC","https://github.com/npm/bin-links"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-extensions@3.1.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bindings@1.5.0","MIT","https://github.com/TooTallNate/node-bindings"
"birpc@2.9.0","MIT","https://github.com/antfu-collective/birpc"
"birpc@4.0.0","MIT","https://github.com/antfu-collective/birpc"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"block-elements@1.2.0","MIT","https://github.com/webmodules/block-elements"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"body-parser@1.20.6","MIT","https://github.com/expressjs/body-parser"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bottleneck@2.19.5","MIT","https://github.com/SGrondin/bottleneck"
"boxen@5.1.2","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.16","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.1.2","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@5.0.7","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"breakword@1.0.6","MIT","https://github.com/tecfu/breakword"
"browserslist@4.28.7","MIT","https://github.com/browserslist/browserslist"
"buffer-crc32@1.0.0","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer-image-size@0.6.4","MIT","https://github.com/evidentpoint/buffer-image-size"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"buffer@6.0.3","MIT","https://github.com/feross/buffer"
"builtin-modules@3.3.0","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-modules@5.3.0","MIT","https://github.com/sindresorhus/builtin-modules"
"bundle-name@4.1.0","MIT","https://github.com/sindresorhus/bundle-name"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"c12@3.3.4","MIT","https://github.com/unjs/c12"
"cac@6.7.14","MIT","https://github.com/egoist/cac"
"cac@7.0.0","MIT","https://github.com/cacjs/cac"
"cacache@20.0.4","ISC","https://github.com/npm/cacache"
"cache-content-type@1.0.1","MIT","https://github.com/node-modules/cache-content-type"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.9","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"camelo@1.2.2","MIT","https://github.com/IonicaBizau/camelo"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-api@4.0.0","MIT","https://github.com/MoOx/caniuse-api"
"caniuse-lite@1.0.30001806","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"cardinal@2.1.1","MIT","https://github.com/thlorenz/cardinal"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"cf-content-types-generator@3.0.1","MIT","https://github.com/contentful-userland/cf-content-types-generator"
"chai@5.3.3","MIT","https://github.com/chaijs/chai"
"chai@6.2.2","MIT","https://github.com/chaijs/chai"
"chalk@1.1.1","MIT","https://github.com/chalk/chalk"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chalk@5.6.2","MIT","https://github.com/chalk/chalk"
"change-case@5.4.4","MIT","https://github.com/blakeembrey/change-case"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-parser@2.2.0","MIT","https://github.com/ForbesLindesay/character-parser"
"chardet@0.4.2","MIT","https://github.com/runk/node-chardet"
"chardet@2.2.0","MIT","https://github.com/runk/node-chardet"
"check-error@2.1.3","MIT","https://github.com/chaijs/check-error"
"check-types@11.2.3","MIT","git+https://gitlab.com/philbooth/check-types.js"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"chokidar@5.0.0","MIT","https://github.com/paulmillr/chokidar"
"chownr@3.0.0","BlueOak-1.0.0","https://github.com/isaacs/chownr"
"ci-info@4.4.0","MIT","https://github.com/watson/ci-info"
"cidr-regex@5.0.5","BSD-2-Clause","https://github.com/silverwind/cidr-regex"
"citty@0.1.6","MIT","https://github.com/unjs/citty"
"citty@0.2.2","MIT","https://github.com/unjs/citty"
"cjs-module-lexer@1.4.3","MIT","https://github.com/nodejs/cjs-module-lexer"
"classnames@2.5.1","MIT","https://github.com/JedWatson/classnames"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"clean-stack@3.0.1","MIT","https://github.com/sindresorhus/clean-stack"
"cli-boxes@2.2.1","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-cursor@1.0.2","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@2.0.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@4.0.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-highlight@2.1.11","ISC","https://github.com/felixfbecker/cli-highlight"
"cli-progress@3.12.0","MIT","https://github.com/npkgz/cli-progress"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-table3@0.6.5","MIT","https://github.com/cli-table/cli-table3"
"cli-table@0.3.11","MIT*","https://github.com/Automattic/cli-table"
"cli-truncate@0.2.1","MIT","https://github.com/sindresorhus/cli-truncate"
"cli-truncate@2.1.0","MIT","https://github.com/sindresorhus/cli-truncate"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"cli-width@3.0.0","ISC","https://github.com/knownasilya/cli-width"
"cli-width@4.1.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"cliui@9.0.1","ISC","https://github.com/yargs/cliui"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"cluster-key-slot@1.1.1","Apache-2.0","https://github.com/Salakar/cluster-key-slot"
"cluster-key-slot@1.1.2","Apache-2.0","https://github.com/Salakar/cluster-key-slot"
"cmd-shim@8.0.0","ISC","https://github.com/npm/cmd-shim"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-block-writer@13.0.3","MIT","https://github.com/dsherret/code-block-writer"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"codeclimate-types@0.3.1","MIT","https://github.com/remcohaszing/codeclimate-types"
"collapse-whitespace@1.1.7","MIT","https://github.com/lucthev/collapse-whitespace"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-convert@3.1.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-name@2.1.0","MIT","https://github.com/colorjs/color-name"
"color-string@2.1.4","MIT","https://github.com/Qix-/color-string"
"color@5.0.3","MIT","https://github.com/Qix-/color"
"colorette@2.0.20","MIT","https://github.com/jorgebucaran/colorette"
"colors@1.0.3","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"command-exists@1.2.9","MIT","https://github.com/mathisonian/command-exists"
"commander@10.0.1","MIT","https://github.com/tj/commander.js"
"commander@11.1.0","MIT","https://github.com/tj/commander.js"
"commander@13.1.0","MIT","https://github.com/tj/commander.js"
"commander@14.0.3","MIT","https://github.com/tj/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"commander@6.2.1","MIT","https://github.com/tj/commander.js"
"commander@8.3.0","MIT","https://github.com/tj/commander.js"
"comment-parser@1.4.7","MIT","https://github.com/yavorskiy/comment-parser"
"common-ancestor-path@2.0.0","BlueOak-1.0.0","https://github.com/isaacs/common-ancestor-path"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"compatx@0.2.0","MIT","https://github.com/unjs/compatx"
